event,side,entry_time,entry_price,exit_time,exit_price,reason,lots,risk_usd,sl,tp,gross,pnl,r
2020-07-02T12:30,short,2020-07-02 12:30:00+00:00,1765.7458000000001,2020-07-02 12:32:00+00:00,1769.2436000000002,stop,0.01,3.0,1768.7458000000001,0.0,-3.4978000000000975,-3.5678000000000973,-1.1892666666666991
2020-07-02T12:30,long,2020-07-02 12:31:00+00:00,1767.5785,2020-07-02 12:34:00+00:00,1764.1073000000001,stop,0.01,3.0,1764.5785,0.0,-3.4711999999999534,-3.5411999999999533,-1.1803999999999844
2020-08-07T12:30,short,2020-08-07 12:30:00+00:00,2048.0602,2020-08-07 12:32:00+00:00,2051.6769,stop,0.01,3.0,2051.0602,0.0,-3.616700000000037,-3.686700000000037,-1.2289000000000123
2020-08-07T12:30,long,2020-08-07 12:31:00+00:00,2050.5788,2020-08-07 12:35:00+00:00,2051.6364,stop,0.01,3.0,2051.979,0.0,1.0576000000000931,0.9876000000000931,0.329200000000031
2020-09-04T12:30,long,2020-09-04 12:30:00+00:00,1942.4052000000001,2020-09-04 12:30:00+00:00,1937.8740000000003,stop,0.01,3.0,1939.4052000000001,0.0,-4.531199999999899,-4.601199999999899,-1.5337333333332996
2020-09-04T12:30,short,2020-09-04 12:30:00+00:00,1938.0058000000004,2020-09-04 12:36:00+00:00,1931.0041000000003,stop,0.01,3.0,1930.5660000000003,0.0,7.001700000000028,6.931700000000028,2.3105666666666758
2020-10-02T12:30,long,2020-10-02 12:30:00+00:00,1910.1121,2020-10-02 12:30:00+00:00,1906.805,stop,0.01,3.0,1907.1121,0.0,-3.3070999999999913,-3.377099999999991,-1.125699999999997
2020-10-02T12:30,short,2020-10-02 12:30:00+00:00,1908.2979000000003,2020-10-02 12:31:00+00:00,1911.6852000000003,stop,0.01,3.0,1911.2979000000003,0.0,-3.3873000000000957,-3.4573000000000955,-1.1524333333333652
2020-11-06T13:30,long,2020-11-06 13:30:00+00:00,1956.0357000000001,2020-11-06 13:30:00+00:00,1952.469,stop,0.01,3.0,1953.0357000000001,0.0,-3.5667000000000826,-3.6367000000000824,-1.2122333333333608
2020-11-06T13:30,short,2020-11-06 13:30:00+00:00,1953.7023000000002,2020-11-06 13:37:00+00:00,1957.0296,stop,0.01,3.0,1956.7023000000002,0.0,-3.327299999999923,-3.3972999999999227,-1.1324333333333076
2020-12-04T13:30,long,2020-12-04 13:30:00+00:00,1842.5139,2020-12-04 13:32:00+00:00,1839.1158,stop,0.01,3.0,1839.5139,0.0,-3.3980999999998858,-3.4680999999998856,-1.1560333333332953
2020-12-04T13:30,short,2020-12-04 13:32:00+00:00,1840.2389000000003,2020-12-04 13:34:00+00:00,1840.1947,stop,0.01,3.0,1839.8410000000001,0.0,0.044200000000273576,-0.02579999999972643,-0.00859999999990881
2021-01-08T13:30,long,2021-01-08 13:30:00+00:00,1886.689,2021-01-08 13:30:00+00:00,1882.915,stop,0.01,3.0,1883.689,0.0,-3.7740000000001146,-3.8440000000001144,-1.2813333333333714
2021-01-08T13:30,short,2021-01-08 13:30:00+00:00,1883.941,2021-01-08 13:32:00+00:00,1887.3471,stop,0.01,3.0,1886.941,0.0,-3.406099999999924,-3.476099999999924,-1.1586999999999745
2021-02-05T13:30,long,2021-02-05 13:30:00+00:00,1798.4458,2021-02-05 13:53:00+00:00,1802.9025,stop,0.01,3.0,1803.194,0.0,4.456699999999955,4.386699999999955,1.4622333333333184
2021-03-05T13:30,short,2021-03-05 13:30:00+00:00,1694.7145,2021-03-05 13:35:00+00:00,1692.6845,stop,0.01,3.0,1692.227,0.0,2.0299999999999727,1.9599999999999727,0.6533333333333242
2021-05-07T12:30,long,2021-05-07 12:30:00+00:00,1820.287,2021-05-07 12:33:00+00:00,1829.8039999999999,stop,0.01,3.0,1830.367,0.0,9.516999999999825,9.446999999999825,3.148999999999942
2021-06-04T12:30,long,2021-06-04 12:30:00+00:00,1871.8818,2021-06-04 12:36:00+00:00,1877.8222,stop,0.01,3.0,1878.049,0.0,5.940399999999954,5.870399999999954,1.9567999999999846
2021-07-02T12:30,long,2021-07-02 12:30:00+00:00,1782.2261999999998,2021-07-02 12:30:00+00:00,1778.4099999999999,stop,0.01,3.0,1779.2261999999998,0.0,-3.8161999999999807,-3.8861999999999806,-1.2953999999999934
2021-07-02T12:30,short,2021-07-02 12:30:00+00:00,1779.3938,2021-07-02 12:32:00+00:00,1782.9605000000001,stop,0.01,3.0,1782.3938,0.0,-3.5667000000000826,-3.6367000000000824,-1.2122333333333608
2021-08-06T12:30,short,2021-08-06 12:30:00+00:00,1798.0689000000002,2021-08-06 12:31:00+00:00,1794.1370000000002,stop,0.01,3.0,1793.4930000000002,0.0,3.9319000000000415,3.8619000000000416,1.2873000000000139
2021-09-03T12:30,long,2021-09-03 12:30:00+00:00,1816.2151,2021-09-03 12:34:00+00:00,1824.3844,stop,0.01,3.0,1825.022,0.0,8.169300000000021,8.09930000000002,2.6997666666666738
2021-10-01T12:30,short,2021-10-01 12:30:00+00:00,1752.1063000000001,2021-10-01 12:32:00+00:00,1755.3304,stop,0.01,3.0,1755.1063000000001,0.0,-3.2240999999999076,-3.2940999999999074,-1.0980333333333026
2021-10-01T12:30,long,2021-10-01 12:30:00+00:00,1753.8356999999999,2021-10-01 12:54:00+00:00,1756.2752,stop,0.01,3.0,1756.468,0.0,2.43950000000018,2.3695000000001802,0.7898333333333935
2021-11-05T12:30,long,2021-11-05 12:30:00+00:00,1793.5639999999999,2021-11-05 12:30:00+00:00,1789.9569999999999,stop,0.01,3.0,1790.5639999999999,0.0,-3.606999999999971,-3.6769999999999707,-1.225666666666657
2021-11-05T12:30,short,2021-11-05 12:30:00+00:00,1791.15,2021-11-05 12:35:00+00:00,1789.7932,stop,0.01,3.0,1789.47,0.0,1.356800000000021,1.286800000000021,0.4289333333333403
2021-12-03T13:30,long,2021-12-03 13:30:00+00:00,1771.3229,2021-12-03 13:31:00+00:00,1773.6815,stop,0.01,3.0,1774.176,0.0,2.358600000000024,2.288600000000024,0.7628666666666747
2022-01-07T13:30,long,2022-01-07 13:30:00+00:00,1789.9873,2022-01-07 13:36:00+00:00,1789.3247000000001,stop,0.01,3.0,1790.073,0.0,-0.662599999999884,-0.732599999999884,-0.24419999999996134
2022-02-04T13:30,long,2022-02-04 13:30:00+00:00,1814.5596999999998,2022-02-04 13:30:00+00:00,1810.745,stop,0.01,3.0,1811.5596999999998,0.0,-3.8146999999999025,-3.8846999999999023,-1.2948999999999675
2022-02-04T13:30,short,2022-02-04 13:30:00+00:00,1811.7303000000002,2022-02-04 13:47:00+00:00,1800.3411999999998,stop,0.01,3.0,1800.1139999999998,0.0,11.389100000000326,11.319100000000326,3.773033333333442
2022-03-04T13:30,short,2022-03-04 13:30:00+00:00,1943.6395,2022-03-04 13:30:00+00:00,1947.034,stop,0.01,3.0,1946.6395,0.0,-3.3945000000001073,-3.464500000000107,-1.1548333333333691
2022-03-04T13:30,long,2022-03-04 13:30:00+00:00,1945.6285,2022-03-04 13:31:00+00:00,1942.3071,stop,0.01,3.0,1942.6285,0.0,-3.3214000000000397,-3.3914000000000395,-1.1304666666666798
2022-04-01T12:30,long,2022-04-01 12:30:00+00:00,1930.9802,2022-04-01 12:30:00+00:00,1927.657,stop,0.01,3.0,1927.9802,0.0,-3.3232000000000426,-3.3932000000000424,-1.1310666666666809
2022-04-01T12:30,short,2022-04-01 12:30:00+00:00,1929.1338,2022-04-01 12:42:00+00:00,1932.3229000000001,stop,0.01,3.0,1932.1338,0.0,-3.189100000000053,-3.259100000000053,-1.0863666666666842
2022-05-06T12:30,short,2022-05-06 12:31:00+00:00,1883.3558,2022-05-06 12:32:00+00:00,1886.7469,stop,0.01,3.0,1886.3558,0.0,-3.3911000000000513,-3.461100000000051,-1.153700000000017
2022-05-06T12:30,long,2022-05-06 12:30:00+00:00,1885.4557999999997,2022-05-06 12:42:00+00:00,1886.0336,stop,0.01,3.0,1886.19,0.0,0.5778000000002521,0.507800000000252,0.1692666666667507
2022-06-03T12:30,short,2022-06-03 12:30:00+00:00,1862.4297,2022-06-03 12:32:00+00:00,1865.6862999999998,stop,0.01,3.0,1865.4297,0.0,-3.256599999999935,-3.3265999999999347,-1.108866666666645
2022-06-03T12:30,long,2022-06-03 12:30:00+00:00,1864.6062999999997,2022-06-03 12:36:00+00:00,1861.3599999999997,stop,0.01,3.0,1861.6062999999997,0.0,-3.2463000000000193,-3.316300000000019,-1.1054333333333397
2022-07-01T12:30,short,2022-07-01 12:30:00+00:00,1785.6216000000002,2022-07-01 12:44:00+00:00,1788.7295000000001,stop,0.01,3.0,1788.6216000000002,0.0,-3.1078999999999724,-3.177899999999972,-1.0592999999999908
